date_et,computed_at,underlying,exp_window,level_type,level_price,session_high,session_low,session_close,tested,outcome,distance_pct,scored_at
2026-06-17,2026-06-17T09:00:02-04:00,ES,0dte,put_wall,7577.9,7604.25,7472.25,7498.25,true,broke,-0.010510827537972214,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,ES,intraday,pdh,7636.75,7604.25,7472.25,7498.25,false,not_tested,-0.004255737060922513,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,ES,intraday,pdl,7583,7604.25,7472.25,7498.25,true,broke,-0.01117631544243703,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,ES,intraday,vah,7632.5,7604.25,7472.25,7498.25,false,not_tested,-0.003701277432034065,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,ES,intraday,val,7600.5,7604.25,7472.25,7498.25,true,held,-0.013453062298532992,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,ES,intraday,vpoc,7606.5,7604.25,7472.25,7498.25,true,held,-0.01423124958916716,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,ES,le45dte,call_wall,7682.9,7604.25,7472.25,7498.25,false,not_tested,-0.010237019875307455,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,ES,le45dte,expected_range,,7604.25,7472.25,7498.25,true,broke,,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,ES,le45dte,gamma_flip,7587.87932839167,7604.25,7472.25,7498.25,true,broke,-0.011812171031279184,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,ES,le45dte,key_gamma,7682.9,7604.25,7472.25,7498.25,false,not_tested,-0.010237019875307455,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,ES,le45dte,put_wall,7582.9,7604.25,7472.25,7498.25,true,broke,-0.011163275264080976,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,0dte,call_wall,7600,7532.17,7402.61,7421.76,false,not_tested,-0.00892499999999999,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,0dte,expected_range,,7532.17,7402.61,7421.76,true,broke,,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,0dte,gamma_flip,7518.6066723845315,7532.17,7402.61,7421.76,true,broke,-0.012880933476709763,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,0dte,key_gamma,7495,7532.17,7402.61,7421.76,true,broke,-0.009771847898599037,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,0dte,put_wall,7495,7532.17,7402.61,7421.76,true,broke,-0.009771847898599037,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPX,intraday,pdh,7564.96,7532.17,7402.61,7421.76,false,not_tested,-0.004334457816036035,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPX,intraday,pdl,7508.68,7532.17,7402.61,7421.76,true,broke,-0.011575936116601062,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPX,intraday,vah,7552.5,7532.17,7402.61,7421.76,false,not_tested,-0.0026918238993710597,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPX,intraday,val,7522.5,7532.17,7402.61,7421.76,true,broke,-0.01339182452642071,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPX,intraday,vpoc,7532.5,7532.17,7402.61,7421.76,true,held,-0.014701626286093566,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,le45dte,call_wall,7600,7532.17,7402.61,7421.76,false,not_tested,-0.00892499999999999,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,le45dte,expected_range,,7532.17,7402.61,7421.76,true,broke,,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,le45dte,gamma_flip,7504.979328391671,7532.17,7402.61,7421.76,true,broke,-0.01108854864887475,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,le45dte,key_gamma,7600,7532.17,7402.61,7421.76,false,not_tested,-0.00892499999999999,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPX,le45dte,put_wall,7500,7532.17,7402.61,7421.76,true,broke,-0.01043199999999997,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,0dte,call_wall,759.9662058085429,752.15,739.22,740.92,false,not_tested,-0.010284938657538205,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,0dte,expected_range,,752.15,739.22,740.92,true,broke,,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,0dte,gamma_flip,751.8272349709035,752.15,739.22,740.92,true,held,-0.01450763481762628,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,0dte,key_gamma,749.4666727019776,752.15,739.22,740.92,true,broke,-0.0114036727892985,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,0dte,put_wall,749.4666727019776,752.15,739.22,740.92,true,broke,-0.0114036727892985,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPY,intraday,pdh,755.44,752.15,739.22,740.92,false,not_tested,-0.004355077835433757,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPY,intraday,pdl,749.88,752.15,739.22,740.92,true,broke,-0.01194857843921699,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPY,intraday,vah,753.75,752.15,739.22,740.92,true,held,-0.017021558872305196,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPY,intraday,val,750.75,752.15,739.22,740.92,true,broke,-0.013093573093573148,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T15:55:01-04:00,SPY,intraday,vpoc,750.75,752.15,739.22,740.92,true,broke,-0.013093573093573148,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,le45dte,call_wall,759.9662058085429,752.15,739.22,740.92,false,not_tested,-0.010284938657538205,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,le45dte,expected_range,,752.15,739.22,740.92,true,broke,,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,le45dte,gamma_flip,750.4645611670217,752.15,739.22,740.92,true,broke,-0.01271820371128422,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,le45dte,key_gamma,759.9662058085429,752.15,739.22,740.92,false,not_tested,-0.010284938657538205,2026-06-17T17:45:03-04:00
2026-06-17,2026-06-17T09:00:02-04:00,SPY,le45dte,put_wall,749.9666504689569,752.15,739.22,740.92,true,broke,-0.012062737007438998,2026-06-17T17:45:03-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,0dte,call_wall,7638.65,7581.5,7535.5,7573.5,false,not_tested,-0.00748168851825907,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,0dte,expected_range,,7581.5,7535.5,7573.5,true,held,,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,0dte,key_gamma,7538.65,7581.5,7535.5,7573.5,true,held,0.0046228436125832035,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,0dte,put_wall,7538.65,7581.5,7535.5,7573.5,true,held,0.0046228436125832035,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,ES,intraday,pdh,7604.25,7581.5,7535.5,7573.5,false,not_tested,-0.0029917480356379655,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,ES,intraday,pdl,7472.25,7581.5,7535.5,7573.5,false,not_tested,0.008464652547760045,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,ES,intraday,vah,7599.5,7581.5,7535.5,7573.5,true,held,-0.0034212777156391867,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,ES,intraday,val,7535.5,7581.5,7535.5,7573.5,true,held,0.005042797425519209,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,ES,intraday,vpoc,7585.5,7581.5,7535.5,7573.5,true,held,-0.0015819655922483687,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,le45dte,call_wall,7738.65,7581.5,7535.5,7573.5,false,not_tested,-0.020307159517486854,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,le45dte,expected_range,,7581.5,7535.5,7573.5,true,held,,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,le45dte,gamma_flip,7604.657345579099,7581.5,7535.5,7573.5,true,held,-0.004097139971363943,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,le45dte,key_gamma,7538.65,7581.5,7535.5,7573.5,true,held,0.0046228436125832035,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,ES,le45dte,put_wall,7538.65,7581.5,7535.5,7573.5,true,held,0.0046228436125832035,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,0dte,call_wall,7500,7511.07,7468.32,7497.86,true,held,-0.000285333333333377,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,0dte,expected_range,,7511.07,7468.32,7497.86,true,held,,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,0dte,key_gamma,7400,7511.07,7468.32,7497.86,false,not_tested,0.009232432432432392,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,0dte,put_wall,7400,7511.07,7468.32,7497.86,false,not_tested,0.009232432432432392,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPX,intraday,pdh,7532.17,7511.07,7468.32,7497.86,false,not_tested,-0.002801317548594942,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPX,intraday,pdl,7402.61,7511.07,7468.32,7497.86,false,not_tested,0.008876598929296564,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPX,intraday,vah,7532.5,7511.07,7468.32,7497.86,false,not_tested,-0.002845004978426856,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPX,intraday,val,7472.5,7511.07,7468.32,7497.86,true,held,0.0033937771830043055,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPX,intraday,vpoc,7512.5,7511.07,7468.32,7497.86,true,held,-0.001948752079866932,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,le45dte,call_wall,7600,7511.07,7468.32,7497.86,false,not_tested,-0.011701315789473723,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,le45dte,expected_range,,7511.07,7468.32,7497.86,true,held,,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,le45dte,gamma_flip,7466.007345579099,7511.07,7468.32,7497.86,true,held,0.004266357230382569,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,le45dte,key_gamma,7400,7511.07,7468.32,7497.86,false,not_tested,0.009232432432432392,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPX,le45dte,put_wall,7400,7511.07,7468.32,7497.86,false,not_tested,0.009232432432432392,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,0dte,call_wall,754.0835029177503,748.23,743.86,746.56,false,not_tested,-0.0077624068091948295,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,0dte,expected_range,,748.23,743.86,746.56,true,held,,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,0dte,key_gamma,744.0290562121803,748.23,743.86,746.56,true,held,0.0034016733173090883,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,0dte,put_wall,744.0290562121803,748.23,743.86,746.56,true,held,0.0034016733173090883,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPY,intraday,pdh,752.15,748.23,743.86,746.56,false,not_tested,-0.0052117263843647664,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPY,intraday,pdl,739.22,748.23,743.86,746.56,false,not_tested,0.006276886447877474,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPY,intraday,vah,751.25,748.23,743.86,746.56,false,not_tested,-0.0040199667221297595,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPY,intraday,val,742.25,748.23,743.86,746.56,true,held,0.0058066689120915395,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T15:55:01-04:00,SPY,intraday,vpoc,750.25,748.23,743.86,746.56,false,not_tested,-0.002692435854715071,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,le45dte,call_wall,764.1379496233203,748.23,743.86,746.56,false,not_tested,-0.020818164614337074,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,le45dte,expected_range,,748.23,743.86,746.56,true,held,,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,le45dte,gamma_flip,750.6657295951923,748.23,743.86,746.56,true,held,-0.0054694512261887745,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,le45dte,key_gamma,744.0290562121803,748.23,743.86,746.56,true,held,0.0034016733173090883,2026-06-18T17:45:01-04:00
2026-06-18,2026-06-18T09:00:00-04:00,SPY,le45dte,put_wall,744.0290562121803,748.23,743.86,746.56,true,held,0.0034016733173090883,2026-06-18T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,0dte,call_wall,7626.67,7599.25,7527.25,7543.25,false,not_tested,-0.0035952781489169026,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,0dte,expected_range,,7599.25,7527.25,7543.25,true,held,,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,0dte,key_gamma,7576.67,7599.25,7527.25,7543.25,true,held,-0.0044109087501501415,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,0dte,put_wall,7576.67,7599.25,7527.25,7543.25,true,broke,-0.0044109087501501415,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,ES,intraday,onh,7580,7599.25,7527.25,7543.25,true,held,-0.004848284960422163,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,ES,intraday,onl,7520.5,7599.25,7527.25,7543.25,true,held,0.003025064822817632,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,ES,intraday,pdh,7581.5,7599.25,7527.25,7543.25,true,held,-0.005045175756776364,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,ES,intraday,pdl,7535.5,7599.25,7527.25,7543.25,true,held,0.001028465264415102,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,ES,intraday,vah,7572.5,7599.25,7527.25,7543.25,true,broke,-0.0038626609442060085,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,ES,intraday,val,7548.5,7599.25,7527.25,7543.25,true,held,-0.0006955024176988806,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,ES,intraday,vpoc,7562.5,7599.25,7527.25,7543.25,true,broke,-0.0025454545454545456,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,le45dte,call_wall,7676.67,7599.25,7527.25,7543.25,false,not_tested,-0.010085102003863663,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,le45dte,expected_range,,7599.25,7527.25,7543.25,true,held,,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,le45dte,gamma_flip,7579.072083261321,7599.25,7527.25,7543.25,true,held,-0.00472644709903671,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,le45dte,key_gamma,7576.67,7599.25,7527.25,7543.25,true,held,-0.0044109087501501415,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,ES,le45dte,put_wall,7576.67,7599.25,7527.25,7543.25,true,broke,-0.0044109087501501415,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,0dte,call_wall,7550,7530.01,7460.01,7475.46,false,not_tested,-0.002647682119205269,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,0dte,expected_range,,7530.01,7460.01,7475.46,true,held,,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,0dte,key_gamma,7500,7530.01,7460.01,7475.46,true,broke,-0.003271999999999995,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,0dte,put_wall,7500,7530.01,7460.01,7475.46,true,broke,-0.003271999999999995,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPX,intraday,pdh,7511.07,7530.01,7460.01,7475.46,true,held,-0.004741002280633741,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPX,intraday,pdl,7468.32,7530.01,7460.01,7475.46,true,held,0.0009560383058037588,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPX,intraday,vah,7507.5,7530.01,7460.01,7475.46,true,held,-0.004267732267732263,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPX,intraday,val,7487.5,7530.01,7460.01,7475.46,true,broke,-0.0016080133555926497,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPX,intraday,vpoc,7497.5,7530.01,7460.01,7475.46,true,broke,-0.0029396465488496118,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,le45dte,call_wall,7600,7530.01,7460.01,7475.46,false,not_tested,-0.00920921052631576,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,le45dte,expected_range,,7530.01,7460.01,7475.46,true,held,,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,le45dte,gamma_flip,7502.4020832613205,7530.01,7460.01,7475.46,true,held,-0.0035911276098399485,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,le45dte,key_gamma,7500,7530.01,7460.01,7475.46,true,broke,-0.003271999999999995,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPX,le45dte,put_wall,7500,7530.01,7460.01,7475.46,true,broke,-0.003271999999999995,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,0dte,call_wall,752.9787696418143,750.18,743.13,744.32,false,not_tested,-0.003716930350035932,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,0dte,expected_range,,750.18,743.13,744.32,true,held,,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,0dte,key_gamma,747.9921552733255,750.18,743.13,744.32,true,held,-0.00490934998106172,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,0dte,put_wall,747.9921552733255,750.18,743.13,744.32,true,broke,-0.00490934998106172,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPY,intraday,pdh,748.23,750.18,743.13,744.32,true,held,-0.0052256659048687815,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPY,intraday,pdl,743.86,750.18,743.13,744.32,true,held,0.0006183959347189476,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPY,intraday,vah,747.75,750.18,743.13,744.32,true,held,-0.004587094617184821,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPY,intraday,val,745.75,750.18,743.13,744.32,true,broke,-0.0019175326852161581,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T15:55:01-04:00,SPY,intraday,vpoc,746.75,750.18,743.13,744.32,true,broke,-0.003254101104787345,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,le45dte,call_wall,757.9653840103031,750.18,743.13,744.32,false,not_tested,-0.010271424229311892,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,le45dte,expected_range,,750.18,743.13,744.32,true,held,,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,le45dte,gamma_flip,748.2317205314296,750.18,743.13,744.32,true,held,-0.005227953352006026,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,le45dte,key_gamma,747.9921552733255,750.18,743.13,744.32,true,held,-0.00490934998106172,2026-06-22T17:45:01-04:00
2026-06-22,2026-06-22T09:00:02-04:00,SPY,le45dte,put_wall,747.9921552733255,750.18,743.13,744.32,true,broke,-0.00490934998106172,2026-06-22T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,0dte,call_wall,7459.21,7491,7415.25,7439.75,true,held,-0.002608855361358647,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,0dte,expected_range,,7491,7415.25,7439.75,true,held,,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,0dte,key_gamma,7459.21,7491,7415.25,7439.75,true,held,-0.002608855361358647,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,0dte,put_wall,7359.21,7491,7415.25,7439.75,false,not_tested,0.0076149478001035385,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,ES,intraday,pdh,7599.25,7491,7415.25,7439.75,false,not_tested,-0.014244826792117643,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,ES,intraday,pdl,7527.25,7491,7415.25,7439.75,false,not_tested,-0.004815835796605666,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,ES,intraday,vah,7552.5,7491,7415.25,7439.75,false,not_tested,-0.00814299900695134,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,ES,intraday,val,7530.5,7491,7415.25,7439.75,false,not_tested,-0.005245335635083992,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,ES,intraday,vpoc,7544.5,7491,7415.25,7439.75,false,not_tested,-0.007091258532705945,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,le45dte,call_wall,7459.21,7491,7415.25,7439.75,true,held,-0.002608855361358647,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,le45dte,expected_range,,7491,7415.25,7439.75,true,held,,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,le45dte,gamma_flip,7451.666963977896,7491,7415.25,7439.75,true,held,-0.0015992346458186396,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,le45dte,key_gamma,7459.21,7491,7415.25,7439.75,true,held,-0.002608855361358647,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,ES,le45dte,put_wall,7359.21,7491,7415.25,7439.75,false,not_tested,0.0076149478001035385,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,0dte,call_wall,7500,7424.17,7347.6,7365.92,false,not_tested,-0.010110666666666657,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,0dte,expected_range,,7424.17,7347.6,7365.92,true,broke,,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,0dte,key_gamma,7500,7424.17,7347.6,7365.92,false,not_tested,-0.010110666666666657,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,0dte,put_wall,7400,7424.17,7347.6,7365.92,true,broke,-0.004605405405405396,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,SPX,intraday,pdh,7530.01,7424.17,7347.6,7365.92,false,not_tested,-0.014055758226084712,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,SPX,intraday,pdl,7460.01,7424.17,7347.6,7365.92,false,not_tested,-0.004804283104178164,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,SPX,intraday,vah,7487.5,7424.17,7347.6,7365.92,false,not_tested,-0.008458096828046735,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,SPX,intraday,val,7462.5,7424.17,7347.6,7365.92,false,not_tested,-0.005136348408710208,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,SPX,intraday,vpoc,7477.5,7424.17,7347.6,7365.92,false,not_tested,-0.007132062855232354,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,le45dte,call_wall,7500,7424.17,7347.6,7365.92,false,not_tested,-0.010110666666666657,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,le45dte,expected_range,,7424.17,7347.6,7365.92,true,broke,,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,le45dte,gamma_flip,7492.456963977896,7424.17,7347.6,7365.92,true,held,-0.01688858068671702,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,le45dte,key_gamma,7500,7424.17,7347.6,7365.92,false,not_tested,-0.010110666666666657,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPX,le45dte,put_wall,7400,7424.17,7347.6,7365.92,true,broke,-0.004605405405405396,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPY,0dte,call_wall,736.7127940166926,739.63,732.3,733.67,true,held,-0.00413023099558612,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPY,0dte,expected_range,,739.63,732.3,733.67,true,held,,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPY,0dte,key_gamma,736.7127940166926,739.63,732.3,733.67,true,held,-0.00413023099558612,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T09:00:01-04:00,SPY,0dte,put_wall,726.8899567631366,739.63,732.3,733.67,false,not_tested,0.007442726628050284,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,SPY,intraday,pdh,750.18,739.63,732.3,733.67,false,not_tested,-0.014063291476712196,2026-06-23T17:45:01-04:00
2026-06-23,2026-06-23T15:55:01-04:00,SPY,intraday,pdl,743.13,739.63,732.3,733.67,false,not_tested,-0.004709808512642472,2026-06-23T17:45:01-04:00
